order_id,pizza_id,quantity,order_date,order_time,pizza_type_id,pizza_size,price,name,category,ingredients
700,pizza_hawaiian_xl,3,2023-09-26,07:21:45,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
701,pizza_supreme_s,3,2023-12-11,09:46:57,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
702,pizza_pepperoni_xl,3,2023-07-06,22:23:37,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
703,pizza_meat_lovers_s,2,2023-11-27,15:41:13,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
704,pizza_bbq_chicken_s,3,2023-05-01,03:59:17,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
705,pizza_spinach_feta_xl,3,2023-09-06,04:41:06,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
706,pizza_pepperoni_xl,2,2023-04-26,11:05:00,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
706,pizza_pepperoni_s,1,2023-04-26,11:05:00,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
706,pizza_mushroom_xl,2,2023-04-26,11:05:00,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
706,pizza_bbq_chicken_xl,1,2023-04-26,11:05:00,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
707,pizza_mushroom_s,2,2023-07-02,05:11:38,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
707,pizza_meat_lovers_xl,2,2023-07-02,05:11:38,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
707,pizza_pepperoni_xl,1,2023-07-02,05:11:38,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
708,pizza_buffalo_chicken_xl,2,2023-04-15,02:33:02,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
708,pizza_meat_lovers_xl,1,2023-04-15,02:33:02,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
708,pizza_margherita_l,3,2023-04-15,02:33:02,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
708,pizza_spinach_feta_m,2,2023-04-15,02:33:02,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
709,pizza_buffalo_chicken_xl,1,2023-02-17,22:14:49,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
709,pizza_pepperoni_l,2,2023-02-17,22:14:49,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
709,pizza_buffalo_chicken_xl,1,2023-02-17,22:14:49,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
710,pizza_supreme_l,3,2023-01-14,05:27:09,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
710,pizza_bbq_chicken_m,1,2023-01-14,05:27:09,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
710,pizza_veggie_m,2,2023-01-14,05:27:09,pizza_veggie,M,9.79,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
710,pizza_buffalo_chicken_m,3,2023-01-14,05:27:09,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
710,pizza_margherita_m,3,2023-01-14,05:27:09,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
711,pizza_buffalo_chicken_m,1,2023-11-23,09:45:11,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
711,pizza_pepperoni_m,1,2023-11-23,09:45:11,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
711,pizza_margherita_l,3,2023-11-23,09:45:11,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
711,pizza_mushroom_m,2,2023-11-23,09:45:11,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
712,pizza_spinach_feta_l,3,2023-12-24,15:06:48,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
713,pizza_meat_lovers_m,1,2023-06-12,02:26:41,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
713,pizza_buffalo_chicken_xl,2,2023-06-12,02:26:41,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
714,pizza_veggie_l,1,2023-03-24,04:46:00,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
714,pizza_bbq_chicken_l,3,2023-03-24,04:46:00,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
714,pizza_pepperoni_s,1,2023-03-24,04:46:00,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
714,pizza_spinach_feta_xl,3,2023-03-24,04:46:00,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
715,pizza_hawaiian_s,1,2023-09-21,23:34:28,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
715,pizza_margherita_xl,1,2023-09-21,23:34:28,pizza_margherita,XL,16.41,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
716,pizza_pepperoni_l,3,2023-10-03,06:10:21,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
716,pizza_supreme_l,1,2023-10-03,06:10:21,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
717,pizza_hawaiian_m,3,2023-12-24,11:16:17,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
717,pizza_spinach_feta_m,2,2023-12-24,11:16:17,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
718,pizza_mushroom_l,3,2023-07-16,10:42:32,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
719,pizza_mushroom_xl,3,2023-08-19,18:24:41,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
719,pizza_spinach_feta_s,1,2023-08-19,18:24:41,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
719,pizza_hawaiian_xl,1,2023-08-19,18:24:41,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
720,pizza_margherita_m,1,2023-02-03,14:25:01,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
720,pizza_mushroom_m,3,2023-02-03,14:25:01,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
720,pizza_meat_lovers_xl,3,2023-02-03,14:25:01,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
721,pizza_supreme_xl,3,2023-06-02,23:36:00,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
721,pizza_hawaiian_m,2,2023-06-02,23:36:00,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
721,pizza_hawaiian_m,1,2023-06-02,23:36:00,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
721,pizza_buffalo_chicken_xl,2,2023-06-02,23:36:00,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
721,pizza_meat_lovers_s,3,2023-06-02,23:36:00,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
722,pizza_margherita_m,2,2023-11-17,12:39:57,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
722,pizza_margherita_l,1,2023-11-17,12:39:57,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
722,pizza_meat_lovers_s,3,2023-11-17,12:39:57,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
723,pizza_spinach_feta_xl,2,2023-06-18,08:33:32,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
724,pizza_pepperoni_s,1,2023-03-05,14:19:08,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
724,pizza_mushroom_xl,2,2023-03-05,14:19:08,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
724,pizza_pepperoni_s,1,2023-03-05,14:19:08,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
725,pizza_supreme_m,1,2023-12-17,06:14:31,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
725,pizza_margherita_m,1,2023-12-17,06:14:31,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
725,pizza_hawaiian_xl,3,2023-12-17,06:14:31,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
726,pizza_pepperoni_m,3,2023-06-06,20:03:48,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
726,pizza_hawaiian_xl,1,2023-06-06,20:03:48,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
726,pizza_pepperoni_s,2,2023-06-06,20:03:48,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
727,pizza_spinach_feta_m,2,2023-10-06,21:24:01,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
727,pizza_buffalo_chicken_s,1,2023-10-06,21:24:01,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
727,pizza_mushroom_l,2,2023-10-06,21:24:01,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
727,pizza_bbq_chicken_xl,3,2023-10-06,21:24:01,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
728,pizza_buffalo_chicken_l,3,2023-02-06,13:58:07,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
728,pizza_pepperoni_l,3,2023-02-06,13:58:07,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
728,pizza_mushroom_m,2,2023-02-06,13:58:07,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
728,pizza_pepperoni_s,3,2023-02-06,13:58:07,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
728,pizza_margherita_s,1,2023-02-06,13:58:07,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
729,pizza_pepperoni_xl,1,2023-04-29,01:36:39,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
729,pizza_bbq_chicken_xl,1,2023-04-29,01:36:39,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
729,pizza_spinach_feta_xl,3,2023-04-29,01:36:39,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
729,pizza_supreme_s,2,2023-04-29,01:36:39,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
730,pizza_bbq_chicken_l,2,2023-07-06,10:20:08,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
730,pizza_bbq_chicken_l,1,2023-07-06,10:20:08,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
730,pizza_meat_lovers_s,1,2023-07-06,10:20:08,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
730,pizza_spinach_feta_l,2,2023-07-06,10:20:08,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
730,pizza_bbq_chicken_m,1,2023-07-06,10:20:08,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
731,pizza_margherita_m,1,2023-01-07,00:03:35,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
731,pizza_bbq_chicken_l,2,2023-01-07,00:03:35,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
731,pizza_pepperoni_xl,3,2023-01-07,00:03:35,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
731,pizza_buffalo_chicken_s,2,2023-01-07,00:03:35,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
731,pizza_mushroom_l,2,2023-01-07,00:03:35,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
732,pizza_meat_lovers_m,2,2023-04-24,03:32:13,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
732,pizza_margherita_l,1,2023-04-24,03:32:13,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
732,pizza_veggie_l,3,2023-04-24,03:32:13,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
732,pizza_pepperoni_m,3,2023-04-24,03:32:13,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
733,pizza_supreme_xl,1,2023-06-20,21:11:34,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
733,pizza_mushroom_s,3,2023-06-20,21:11:34,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
733,pizza_pepperoni_s,2,2023-06-20,21:11:34,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
733,pizza_veggie_l,1,2023-06-20,21:11:34,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
734,pizza_mushroom_xl,2,2023-11-08,09:14:44,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
735,pizza_buffalo_chicken_xl,3,2023-07-20,12:19:42,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
735,pizza_hawaiian_s,1,2023-07-20,12:19:42,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
735,pizza_buffalo_chicken_m,1,2023-07-20,12:19:42,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
735,pizza_bbq_chicken_m,1,2023-07-20,12:19:42,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
736,pizza_supreme_m,1,2023-01-12,01:36:14,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
736,pizza_bbq_chicken_m,1,2023-01-12,01:36:14,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
736,pizza_pepperoni_xl,2,2023-01-12,01:36:14,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
736,pizza_meat_lovers_s,1,2023-01-12,01:36:14,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
737,pizza_meat_lovers_s,1,2023-11-15,09:47:31,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
737,pizza_mushroom_m,3,2023-11-15,09:47:31,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
737,pizza_spinach_feta_xl,2,2023-11-15,09:47:31,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
737,pizza_meat_lovers_l,3,2023-11-15,09:47:31,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
737,pizza_veggie_l,2,2023-11-15,09:47:31,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
738,pizza_mushroom_l,3,2023-04-25,18:13:45,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
738,pizza_buffalo_chicken_xl,2,2023-04-25,18:13:45,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
738,pizza_pepperoni_s,1,2023-04-25,18:13:45,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
738,pizza_hawaiian_xl,1,2023-04-25,18:13:45,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
738,pizza_margherita_xl,2,2023-04-25,18:13:45,pizza_margherita,XL,16.41,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
739,pizza_bbq_chicken_xl,1,2023-08-24,20:17:50,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
739,pizza_margherita_l,1,2023-08-24,20:17:50,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
739,pizza_meat_lovers_s,1,2023-08-24,20:17:50,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
740,pizza_pepperoni_m,1,2023-11-10,19:56:59,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
740,pizza_meat_lovers_xl,3,2023-11-10,19:56:59,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
740,pizza_spinach_feta_l,2,2023-11-10,19:56:59,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
740,pizza_hawaiian_m,3,2023-11-10,19:56:59,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
741,pizza_mushroom_l,2,2023-12-01,21:17:16,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
742,pizza_pepperoni_m,2,2023-06-16,06:43:32,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
742,pizza_meat_lovers_s,2,2023-06-16,06:43:32,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
742,pizza_veggie_l,2,2023-06-16,06:43:32,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
742,pizza_pepperoni_m,1,2023-06-16,06:43:32,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
742,pizza_veggie_l,1,2023-06-16,06:43:32,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
743,pizza_mushroom_l,3,2023-07-22,13:02:15,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
743,pizza_spinach_feta_xl,1,2023-07-22,13:02:15,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
743,pizza_buffalo_chicken_xl,1,2023-07-22,13:02:15,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
743,pizza_bbq_chicken_m,3,2023-07-22,13:02:15,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
743,pizza_bbq_chicken_m,3,2023-07-22,13:02:15,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
744,pizza_mushroom_s,2,2023-08-07,21:20:18,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
744,pizza_buffalo_chicken_xl,2,2023-08-07,21:20:18,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
744,pizza_margherita_m,1,2023-08-07,21:20:18,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
744,pizza_hawaiian_xl,2,2023-08-07,21:20:18,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
745,pizza_spinach_feta_l,3,2023-10-06,09:26:39,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
745,pizza_hawaiian_xl,1,2023-10-06,09:26:39,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
745,pizza_supreme_s,1,2023-10-06,09:26:39,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
745,pizza_veggie_xl,2,2023-10-06,09:26:39,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
745,pizza_spinach_feta_s,2,2023-10-06,09:26:39,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
746,pizza_spinach_feta_m,1,2023-05-04,15:06:27,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
746,pizza_pepperoni_s,2,2023-05-04,15:06:27,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
747,pizza_mushroom_m,3,2023-10-02,09:39:08,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
747,pizza_spinach_feta_xl,2,2023-10-02,09:39:08,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
747,pizza_bbq_chicken_l,3,2023-10-02,09:39:08,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
748,pizza_mushroom_m,2,2023-07-03,01:01:20,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
748,pizza_hawaiian_xl,1,2023-07-03,01:01:20,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
749,pizza_margherita_l,3,2023-03-27,00:49:15,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
750,pizza_meat_lovers_m,3,2023-04-03,01:59:28,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
750,pizza_meat_lovers_m,1,2023-04-03,01:59:28,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
751,pizza_spinach_feta_xl,2,2023-06-19,10:13:33,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
751,pizza_mushroom_l,3,2023-06-19,10:13:33,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
752,pizza_hawaiian_l,1,2023-07-25,23:58:52,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
753,pizza_meat_lovers_m,1,2023-02-05,14:52:14,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
753,pizza_meat_lovers_l,1,2023-02-05,14:52:14,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
754,pizza_veggie_s,1,2023-07-29,09:10:09,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
754,pizza_meat_lovers_m,1,2023-07-29,09:10:09,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
754,pizza_bbq_chicken_m,1,2023-07-29,09:10:09,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
755,pizza_pepperoni_xl,1,2023-01-20,09:03:33,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
755,pizza_hawaiian_s,1,2023-01-20,09:03:33,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
755,pizza_veggie_s,1,2023-01-20,09:03:33,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
755,pizza_buffalo_chicken_s,2,2023-01-20,09:03:33,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
756,pizza_veggie_s,2,2023-05-21,18:14:57,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
756,pizza_bbq_chicken_s,1,2023-05-21,18:14:57,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
756,pizza_spinach_feta_l,3,2023-05-21,18:14:57,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
757,pizza_hawaiian_l,2,2023-06-11,14:26:41,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
757,pizza_spinach_feta_s,2,2023-06-11,14:26:41,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
757,pizza_supreme_m,1,2023-06-11,14:26:41,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
757,pizza_margherita_l,1,2023-06-11,14:26:41,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
758,pizza_hawaiian_s,3,2023-09-25,03:36:12,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
758,pizza_meat_lovers_s,3,2023-09-25,03:36:12,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
759,pizza_supreme_l,3,2023-06-19,01:22:57,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
